Year,State,Award Amount
2018,CT,2379738
2018,CT,411209
2018,CT,1727551
2018,CT,752591
2018,CT,223388
2018,CT,105670
2018,CT,839742
2018,CT,98171
2018,CT,289304
2018,CT,809427
2018,CT,1373318
2018,CT,82775
2018,CT,220101
2018,CT,132923
2018,CT,159407
2018,CT,2282383
2018,CT,177917
2018,CT,183153
2018,CT,159533
2018,CT,255464
2018,CT,273403
2018,CT,469527
2018,CT,1034839
2018,CT,529304
2018,CT,311478
2018,CT,109766
2018,CT,132063
2018,CT,502792
2018,CT,162305
2018,CT,129527
2018,CT,189779
2018,CT,314364
2018,CT,145847
2018,CT,105193
2018,CT,834141
2018,CT,2778385
2018,CT,105501
2018,CT,35960
2018,CT,230751
2018,CT,288158
2018,CT,217614
2018,CT,646033
2018,CT,76938
2018,CT,153614
2018,CT,174221
2018,CT,253382
2018,CT,2652481
2018,CT,1859197
2018,CT,192344
2018,CT,1028111
2018,CT,102704
2018,CT,443636
2018,CT,2180513
2018,CT,9304249
2018,CT,246668
2018,CT,3269474
2018,CT,145891
2018,CT,122740
2018,CT,150641
2018,CT,60889
2018,CT,155845
2018,CT,233767
2018,CT,637786
2018,CT,555818
2018,CT,46701
2018,CT,508143
2018,CT,356616
2018,CT,548776
2018,CT,210007
2018,CT,125132
2018,CT,803230
2018,CT,470172
2018,CT,3351552
2018,CT,279651
2018,CT,1408188
2018,CT,1147501
2018,CT,130349
2018,CT,796327
2018,CT,392895
2018,CT,65978
2018,CT,54962
2018,CT,65954
2018,CT,149062
2018,CT,771748
2018,CT,99032
2018,CT,110143
2018,CT,186004
2018,CT,178280
2018,CT,108136
2018,CT,126420
2018,CT,565271
2018,CT,1053112
2018,CT,166133
2018,CT,195061
2018,CT,455415
2018,CT,519233
2018,CT,242294
2018,CT,1573523
2018,CT,598767
2018,CT,3761700
2018,CT,307289
2018,CT,1344897
2018,CT,1076899
2018,CT,38157
2018,CT,850601
2018,CT,41604
2018,CT,402235
2018,CT,864585
2018,CT,836068
2018,CT,51261
2018,CT,344720
2018,CT,152831
2018,CT,196961
2018,CT,184897
2018,CT,51596
2018,CT,210576
2018,CT,153726
2018,CT,362252
2018,CT,315197
2018,CT,1017162
2018,CT,332829
2018,CT,908290
2018,CT,435579
2018,CT,592787
2018,CT,195983
2018,CT,696464
2018,CT,96969
2018,CT,72924
2018,CT,156264
2018,CT,163791
2018,CT,46366
2018,CT,307503
2018,CT,232084
2018,CT,265466
2018,CT,181544
2018,CT,25581
2018,CT,80928
2018,CT,142790
2018,CT,325654
2018,CT,2146218
2018,CT,175851
2018,CT,859735
2018,CT,967061
2018,CT,723665
2018,CT,287225
2018,CT,145879
2018,CT,124843
2018,CT,181707
2018,CT,87360
2019,CT,154884
2019,CT,124843
2019,CT,94207
2019,CT,3237448
2019,CT,272282
2019,CT,1117204
2019,CT,954233
2019,CT,648928
2019,CT,245308
2019,CT,280598
2019,CT,221385
2019,CT,1075495
2019,CT,310817
2019,CT,172364
2019,CT,344338
2019,CT,882616
2019,CT,51100
2019,CT,50000
2019,CT,845420
2019,CT,490024
2019,CT,602468
2019,CT,13380326
2019,CT,2269089
2019,CT,9039736
2019,CT,263259
2019,CT,3045567
2019,CT,145891
2019,CT,122740
2019,CT,25501
2019,CT,287228
2019,CT,363006
2019,CT,1678367
2019,CT,362610
2019,CT,393461
2019,CT,156614
2019,CT,184277
2019,CT,230444
2019,CT,369644
2019,CT,1804710
2019,CT,387475
2019,CT,829695
2019,CT,2099753
2019,CT,1407926
2019,CT,1339170
2019,CT,994908
2019,CT,63045
2019,CT,356983
2019,CT,2378730
2019,CT,400193
2019,CT,633205
2019,CT,1865613
2019,CT,185637
2019,CT,102704
2019,CT,436184
2019,CT,225430
2019,CT,142907
2019,CT,172511
2019,CT,2349091
2019,CT,183497
2019,CT,186993
2019,CT,164549
2019,CT,263192
2019,CT,280375
2019,CT,484779
2019,CT,572744
2019,CT,321322
2019,CT,100406
2019,CT,120831
2019,CT,484648
2019,CT,175529
2019,CT,132911
2019,CT,195731
2019,CT,152063
2019,CT,192008
2019,CT,108361
2019,CT,857565
2019,CT,27165
2019,CT,2995513
2019,CT,108561
2019,CT,37316
2019,CT,237843
2019,CT,300182
2019,CT,229374
2019,CT,86208
2019,CT,151598
2019,CT,80634
2019,CT,261206
2019,CT,2701201
2019,CT,1924093
2019,CT,195093
2019,CT,1143772
2019,CT,973092
2019,CT,605857
2019,CT,564561
2019,CT,46701
2019,CT,494420
2019,CT,344400
2019,CT,561760
2019,CT,210007
2019,CT,130057
2019,CT,818682
2019,CT,480319
2019,CT,3517190
2019,CT,284387
2019,CT,1311500
2019,CT,1164315
2019,CT,134268
2019,CT,238956
2019,CT,152605
2019,CT,228907
2019,CT,818899
2019,CT,235737
2019,CT,65978
2019,CT,180381
2019,CT,110620
2019,CT,149062
2019,CT,786287
2019,CT,530003
2019,CT,311228
2019,CT,562699
2019,CT,46828
2019,CT,1056363
2019,CT,166133
2019,CT,195061
2019,CT,452367
2019,CT,514608
2019,CT,249254
2019,CT,1611445
2019,CT,547902
2019,CT,3755586
2019,CT,319188
2019,CT,1241535
2019,CT,1092032
2019,CT,36789
2019,CT,839103
2019,CT,42887
2019,CT,413038
2019,CT,103047
2019,CT,73670
2019,CT,845023
2019,CT,828043
2019,CT,51261
2019,CT,344720
2019,CT,210576
2019,CT,361880
2019,CT,184897
2019,CT,92850
2019,CT,51596
2019,CT,323838
2019,CT,158478
2019,CT,1017162
2019,CT,332829
2019,CT,903194
2019,CT,392561
2019,CT,609220
2019,CT,195983
2019,CT,718406
2019,CT,34472
2019,CT,150641
2019,CT,63495
2019,CT,97994
2019,CT,163791
2019,CT,47038
2019,CT,381918
2019,CT,2126160
2019,CT,182111
2019,CT,827794
2019,CT,975644
2019,CT,735903
2019,CT,444204
2019,CT,181707
2019,CT,85726
2019,CT,110857
2019,CT,106788
2020,CT,1428370
2020,CT,3416364
2020,CT,2009739
2020,CT,1690527
2020,CT,284467
2020,CT,980921
2020,CT,1208051
2020,CT,958576
2020,CT,139500
2020,CT,382741
2020,CT,669779
2020,CT,393989
2020,CT,11467321
2020,CT,10759215
2020,CT,8138549
2020,CT,13851472
2020,CT,8159579
2020,CT,12591306
2020,CT,2366278
2020,CT,9447328
2020,CT,38662
2020,CT,265668
2020,CT,3750859
2020,CT,715394
2020,CT,378334
2020,CT,643132
2020,CT,578772
2020,CT,426330
2020,CT,340463
2020,CT,306842
2020,CT,297452
2020,CT,521653
2020,CT,386590
2020,CT,486978
2020,CT,827850
2020,CT,478628
2020,CT,360802
2020,CT,281529
2020,CT,3714311
2020,CT,1521820
2020,CT,2185057
2020,CT,309047
2020,CT,1987972
2020,CT,1065679
2020,CT,1434437
2020,CT,1179158
2020,CT,171601
2020,CT,475424
2020,CT,573177
2020,CT,337156
2020,CT,397684
2020,CT,1101577
2020,CT,648003
2020,CT,283911
2020,CT,328072
2020,CT,482650
2020,CT,515464
2020,CT,303209
2020,CT,303743
2020,CT,663638
2020,CT,1010315
2020,CT,1717432
2020,CT,603397
2020,CT,1316331
2020,CT,2236393
2020,CT,3801628
2020,CT,1137914
2020,CT,1509315
2020,CT,329995
2020,CT,1319397
2020,CT,160839
2020,CT,1105207
2020,CT,357031
2020,CT,514725
2020,CT,874972
2020,CT,808049
2020,CT,521436
2020,CT,886457
2020,CT,544143
2020,CT,506569
2020,CT,861120
2020,CT,977241
2020,CT,574820
2020,CT,1205027
2020,CT,418489
2020,CT,614928
2020,CT,361725
2020,CT,308526
2020,CT,967560
2020,CT,2239298
2020,CT,1317293
2020,CT,1158248
2020,CT,186821
2020,CT,644210
2020,CT,899666
2020,CT,377130
2020,CT,996008
2020,CT,585914
2020,CT,401929
2020,CT,752626
2020,CT,442726
2003,DC,22865000
2003,DC,795000
2003,DC,9179000
2003,DC,9862000
2004,DC,22463000
2004,DC,836352
2004,DC,9341849
2004,DC,11802000
2005,DC,78342
2005,DC,175219
2005,DC,142306
2005,DC,189000
2005,DC,168641
2005,DC,257404
2005,DC,899866
2005,DC,171453
2005,DC,204748
2005,DC,346324
2005,DC,98175
2005,DC,106864
2005,DC,109725
2005,DC,121728
2005,DC,132300
2005,DC,293914
2005,DC,176226
2005,DC,140205
2005,DC,196569
2005,DC,364761
2005,DC,266084
2005,DC,87850
2005,DC,201224
2005,DC,229046
2005,DC,100905
2005,DC,144758
2005,DC,30136
2005,DC,34657
2005,DC,79929
2005,DC,83511
2005,DC,84383
2005,DC,134835
2005,DC,144083
2005,DC,202832
2005,DC,204916
2005,DC,321806
2005,DC,141957
2005,DC,580428
2005,DC,141214
2005,DC,300000
2005,DC,149203
2005,DC,210119
2005,DC,232880
2005,DC,165819
2005,DC,67628
2005,DC,129593
2005,DC,189058
2005,DC,101333
2005,DC,323673
2005,DC,513940
2005,DC,245422
2005,DC,333913
2005,DC,127385
2005,DC,148925
2005,DC,190522
2005,DC,279720
2005,DC,495000
2005,DC,699288
2005,DC,1951428
2005,DC,207360
2005,DC,297900
2005,DC,86003
2005,DC,21318203
2005,DC,821555
2005,DC,8999305
2005,DC,10535000
2006,DC,275106
2006,DC,175218
2006,DC,142306
2006,DC,189000
2006,DC,168641
2006,DC,245422
2006,DC,257404
2006,DC,899866
2006,DC,204748
2006,DC,171453
2006,DC,346324
2006,DC,98175
2006,DC,106864
2006,DC,109725
2006,DC,132300
2006,DC,217728
2006,DC,288408
2006,DC,121728
2006,DC,176226
2006,DC,196569
2006,DC,113242
2006,DC,140205
2006,DC,75000
2006,DC,266084
2006,DC,495000
2006,DC,693360
2006,DC,514521
2006,DC,201224
2006,DC,229046
2006,DC,100905
2006,DC,144758
2006,DC,148115
2006,DC,83511
2006,DC,84383
2006,DC,114586
2006,DC,134835
2006,DC,144083
2006,DC,202832
2006,DC,204916
2006,DC,321806
2006,DC,141957
2006,DC,376625
2006,DC,580428
2006,DC,141214
2006,DC,955352
2006,DC,149203
2006,DC,210119
2006,DC,232880
2006,DC,165819
2006,DC,67628
2006,DC,129593
2006,DC,189058
2006,DC,101333
2006,DC,323673
2006,DC,513940
2006,DC,333913
2006,DC,1950396
2006,DC,127385
2006,DC,148925
2006,DC,190522
2006,DC,279720
2006,DC,86003
2006,DC,19274630
2006,DC,819946
2006,DC,8554828
2006,DC,11370000
2007,DC,275106
2007,DC,78342
2007,DC,142306
2007,DC,189000
2007,DC,168640
2007,DC,245421
2007,DC,257404
2007,DC,899866
2007,DC,171453
2007,DC,346323
2007,DC,106863
2007,DC,121727
2007,DC,98175
2007,DC,109725
2007,DC,132300
2007,DC,224256
2007,DC,297024
2007,DC,140205
2007,DC,196569
2007,DC,527880
2007,DC,75000
2007,DC,266083
2007,DC,825432
2007,DC,2844312
2007,DC,420000
2007,DC,201224
2007,DC,229045
2007,DC,100905
2007,DC,144758
2007,DC,148115
2007,DC,84383
2007,DC,114586
2007,DC,134834
2007,DC,144083
2007,DC,239506
2007,DC,321806
2007,DC,580428
2007,DC,141214
2007,DC,149203
2007,DC,150000
2007,DC,414029
2007,DC,176225
2007,DC,210118
2007,DC,232879
2007,DC,495967
2007,DC,165819
2007,DC,67628
2007,DC,129593
2007,DC,189057
2007,DC,101333
2007,DC,323673
2007,DC,513940
2007,DC,204747
2007,DC,475935
2007,DC,418572
2007,DC,127384
2007,DC,148924
2007,DC,922500
2007,DC,86003
2007,DC,18767297
2007,DC,831246
2007,DC,8621571
2007,DC,11118000
2008,DC,2761740
2008,DC,287592
2008,DC,800208
2008,DC,171453
2008,DC,245421
2008,DC,234862
2008,DC,207041
2008,DC,261004
2008,DC,171840
2008,DC,148115
2008,DC,98751
2008,DC,106863
2008,DC,109725
2008,DC,140205
2008,DC,114586
2008,DC,513940
2008,DC,204747
2008,DC,110674
2008,DC,141366
2008,DC,143742
2008,DC,350173
2008,DC,150000
2008,DC,149203
2008,DC,275106
2008,DC,285457
2008,DC,78750
2008,DC,321806
2008,DC,121727
2008,DC,323673
2008,DC,201038
2008,DC,78342
2008,DC,100905
2008,DC,144758
2008,DC,134834
2008,DC,475935
2008,DC,132300
2008,DC,75000
2008,DC,86003
2008,DC,239506
2008,DC,541313
2008,DC,430837
2008,DC,102199
2008,DC,67628
2008,DC,129593
2008,DC,899866
2008,DC,592184
2008,DC,144083
2008,DC,101333
2008,DC,141214
2008,DC,189000
2008,DC,211621
2008,DC,181025
2008,DC,189057
2008,DC,127720
2008,DC,148924
2008,DC,851548
2008,DC,165819
2008,DC,1866274
2008,DC,84383
2008,DC,232879
2008,DC,514025
2008,DC,217152
2008,DC,18033221
2008,DC,808603
2008,DC,8408496
2008,DC,11541000
2009,DC,204747
2009,DC,110674
2009,DC,141366
2009,DC,143742
2009,DC,150000
2009,DC,149203
2009,DC,275106
2009,DC,285457
2009,DC,477676
2009,DC,257260
2009,DC,188312
2009,DC,420000
2009,DC,350173
2009,DC,933137
2009,DC,321806
2009,DC,121727
2009,DC,323673
2009,DC,201038
2009,DC,123530
2009,DC,78342
2009,DC,100905
2009,DC,144758
2009,DC,134834
2009,DC,132300
2009,DC,475935
2009,DC,75000
2009,DC,86003
2009,DC,239506
2009,DC,541313
2009,DC,430837
2009,DC,67628
2009,DC,129593
2009,DC,899866
2009,DC,592184
2009,DC,144083
2009,DC,101333
2009,DC,141214
2009,DC,189000
2009,DC,211621
2009,DC,181025
2009,DC,414028
2009,DC,189057
2009,DC,127720
2009,DC,148924
2009,DC,165819
2009,DC,84383
2009,DC,232879
2009,DC,514025
2009,DC,3462168
2009,DC,1266504
2009,DC,171453
2009,DC,171840
2009,DC,245421
2009,DC,234862
2009,DC,207041
2009,DC,261004
2009,DC,148115
2009,DC,98751
2009,DC,106863
2009,DC,109725
2009,DC,140205
2009,DC,114586
2009,DC,102199
2009,DC,513940
2009,DC,18179591
2009,DC,802900
2009,DC,9322221
2009,DC,12213518
2009,DC,2836384
2010,DC,275106
2010,DC,78342
2010,DC,143742
2010,DC,189000
2010,DC,201038
2010,DC,245421
2010,DC,931345
2010,DC,432844
2010,DC,899866
2010,DC,171453
2010,DC,98751
2010,DC,106863
2010,DC,109725
2010,DC,121727
2010,DC,132300
2010,DC,188312
2010,DC,350173
2010,DC,420000
2010,DC,247488
2010,DC,327792
2010,DC,110674
2010,DC,141366
2010,DC,140205
2010,DC,541313
2010,DC,3138528
2010,DC,75000
2010,DC,123530
2010,DC,285457
2010,DC,477676
2010,DC,910908
2010,DC,257260
2010,DC,207041
2010,DC,234862
2010,DC,100905
2010,DC,144758
2010,DC,148115
2010,DC,84383
2010,DC,114586
2010,DC,134834
2010,DC,144083
2010,DC,239506
2010,DC,321806
2010,DC,592184
2010,DC,141214
2010,DC,149203
2010,DC,150000
2010,DC,181025
2010,DC,211621
2010,DC,414028
2010,DC,232879
2010,DC,117600
2010,DC,514025
2010,DC,165819
2010,DC,67628
2010,DC,129593
2010,DC,189057
2010,DC,101333
2010,DC,323673
2010,DC,513940
2010,DC,204747
2010,DC,475935
2010,DC,127720
2010,DC,148924
2010,DC,430837
2010,DC,102199
2010,DC,86003
2010,DC,10632066
2010,DC,19636404
2010,DC,796759
2010,DC,9346307
2010,DC,14118841
2010,DC,9550562
2011,DC,275106
2011,DC,78342
2011,DC,143742
2011,DC,189000
2011,DC,201038
2011,DC,245421
2011,DC,432844
2011,DC,899866
2011,DC,171453
2011,DC,204747
2011,DC,98751
2011,DC,106863
2011,DC,955500
2011,DC,109725
2011,DC,121727
2011,DC,132300
2011,DC,188312
2011,DC,350173
2011,DC,420000
2011,DC,254976
2011,DC,337752
2011,DC,110674
2011,DC,141366
2011,DC,140205
2011,DC,541313
2011,DC,75000
2011,DC,100905
2011,DC,123530
2011,DC,285457
2011,DC,477676
2011,DC,622091
2011,DC,938784
2011,DC,3234924
2011,DC,39375
2011,DC,257260
2011,DC,207041
2011,DC,234862
2011,DC,144758
2011,DC,148115
2011,DC,475935
2011,DC,84383
2011,DC,114586
2011,DC,134834
2011,DC,144083
2011,DC,239506
2011,DC,321806
2011,DC,592184
2011,DC,141214
2011,DC,149203
2011,DC,150000
2011,DC,181025
2011,DC,211621
2011,DC,414028
2011,DC,117600
2011,DC,425773
2011,DC,514025
2011,DC,165819
2011,DC,67628
2011,DC,129593
2011,DC,189057
2011,DC,101333
2011,DC,323673
2011,DC,513940
2011,DC,127720
2011,DC,148924
2011,DC,430837
2011,DC,102199
2011,DC,86003
2011,DC,16328680
2011,DC,795554
2011,DC,447499
2011,DC,8273607
2011,DC,13795546
2011,DC,5000000
2012,DC,192658
2012,DC,119840
2012,DC,130153
2012,DC,151761
2012,DC,168977
2012,DC,633940
2012,DC,85990
2012,DC,523895
2012,DC,231112
2012,DC,246520
2012,DC,331563
2012,DC,942459
2012,DC,3232673
2012,DC,171453
2012,DC,250096
2012,DC,239341
2012,DC,210981
2012,DC,441167
2012,DC,485001
2012,DC,100633
2012,DC,108899
2012,DC,111815
2012,DC,142876
2012,DC,116769
2012,DC,104148
2012,DC,523729
2012,DC,208645
2012,DC,112787
2012,DC,143751
2012,DC,146478
2012,DC,152860
2012,DC,152047
2012,DC,280346
2012,DC,290900
2012,DC,486864
2012,DC,262160
2012,DC,551632
2012,DC,191891
2012,DC,428000
2012,DC,356847
2012,DC,475456
2012,DC,40125
2012,DC,603468
2012,DC,433883
2012,DC,327936
2012,DC,124046
2012,DC,329838
2012,DC,204872
2012,DC,125883
2012,DC,79834
2012,DC,147516
2012,DC,134820
2012,DC,76429
2012,DC,87641
2012,DC,244068
2012,DC,136772
2012,DC,439054
2012,DC,68916
2012,DC,132061
2012,DC,917088
2012,DC,102827
2012,DC,146827
2012,DC,103263
2012,DC,143904
2012,DC,192600
2012,DC,184478
2012,DC,215653
2012,DC,421914
2012,DC,13904983
2012,DC,1414021
2012,DC,4343097
2012,DC,13623582
2013,DC,441167
2013,DC,171453
2013,DC,100633
2013,DC,109568
2013,DC,142876
2013,DC,40693
2013,DC,76429
2013,DC,79834
2013,DC,87888
2013,DC,102827
2013,DC,106788
2013,DC,112687
2013,DC,115964
2013,DC,122143
2013,DC,124892
2013,DC,130589
2013,DC,135795
2013,DC,136772
2013,DC,143904
2013,DC,146478
2013,DC,147489
2013,DC,148548
2013,DC,151761
2013,DC,152047
2013,DC,152860
2013,DC,173581
2013,DC,184478
2013,DC,196367
2013,DC,197243
2013,DC,204872
2013,DC,208645
2013,DC,219524
2013,DC,249680
2013,DC,254539
2013,DC,267916
2013,DC,280346
2013,DC,301795
2013,DC,368284
2013,DC,433603
2013,DC,440500
2013,DC,449781
2013,DC,452004
2013,DC,487046
2013,DC,500532
2013,DC,567324
2013,DC,603468
2013,DC,633940
2013,DC,928615
2013,DC,210981
2013,DC,239333
2013,DC,85990
2013,DC,116769
2013,DC,146826
2013,DC,327936
2013,DC,135019
2013,DC,542675
2013,DC,485001
2013,DC,68916
2013,DC,132061
2013,DC,192658
2013,DC,433101
2013,DC,523729
2013,DC,14344993
2013,DC,238027
2013,DC,253895
2013,DC,341872
2013,DC,973480
2013,DC,3337876
2013,DC,1014410
2013,DC,4136820
2013,DC,12479642
2014,DC,441167
2014,DC,171453
2014,DC,100633
2014,DC,109568
2014,DC,142876
2014,DC,40693
2014,DC,449781
2014,DC,633940
2014,DC,208645
2014,DC,115964
2014,DC,147489
2014,DC,368284
2014,DC,146478
2014,DC,152860
2014,DC,152047
2014,DC,280346
2014,DC,301795
2014,DC,124892
2014,DC,204872
2014,DC,79834
2014,DC,102827
2014,DC,148548
2014,DC,136772
2014,DC,135795
2014,DC,76429
2014,DC,87888
2014,DC,249680
2014,DC,567324
2014,DC,452004
2014,DC,106788
2014,DC,928615
2014,DC,603468
2014,DC,143904
2014,DC,196367
2014,DC,219524
2014,DC,184478
2014,DC,151761
2014,DC,173581
2014,DC,254539
2014,DC,112687
2014,DC,500532
2014,DC,267916
2014,DC,197243
2014,DC,440500
2014,DC,130589
2014,DC,433603
2014,DC,487046
2014,DC,122143
2014,DC,477750
2014,DC,239333
2014,DC,210981
2014,DC,327936
2014,DC,146826
2014,DC,85990
2014,DC,116769
2014,DC,135019
2014,DC,542675
2014,DC,484551
2014,DC,68916
2014,DC,132061
2014,DC,192658
2014,DC,433101
2014,DC,523729
2014,DC,13970469
2014,DC,3314464
2014,DC,252167
2014,DC,966676
2014,DC,339520
2014,DC,236407
2014,DC,1165369
2014,DC,4292799
2014,DC,10732310
2015,DC,465347
2015,DC,111482
2015,DC,636411
2015,DC,3458092
2015,DC,76429
2015,DC,138585
2015,DC,400994
2015,DC,144048
2015,DC,212548
2015,DC,184478
2015,DC,476251
2015,DC,520193
2015,DC,186749
2015,DC,518960
2015,DC,467032
2015,DC,495247
2015,DC,219068
2015,DC,284514
2015,DC,88593
2015,DC,151499
2015,DC,489042
2015,DC,42319
2015,DC,265731
2015,DC,332955
2015,DC,143904
2015,DC,207142
2015,DC,136772
2015,DC,230596
2015,DC,612203
2015,DC,539622
2015,DC,158310
2015,DC,115182
2015,DC,127313
2015,DC,158179
2015,DC,961583
2015,DC,267245
2015,DC,128730
2015,DC,125050
2015,DC,114338
2015,DC,832934
2015,DC,633940
2015,DC,293564
2015,DC,327936
2015,DC,129789
2015,DC,148936
2015,DC,596386
2015,DC,68916
2015,DC,132061
2015,DC,192658
2015,DC,433101
2015,DC,13735515
2015,DC,267367
2015,DC,285191
2015,DC,381136
2015,DC,1075024
2015,DC,3697012
2015,DC,1245280
2015,DC,3730426
2015,DC,11165299
2016,DC,465347
2016,DC,111482
2016,DC,42319
2016,DC,76429
2016,DC,88593
2016,DC,114338
2016,DC,115182
2016,DC,125050
2016,DC,127313
2016,DC,128730
2016,DC,136772
2016,DC,138585
2016,DC,143904
2016,DC,144048
2016,DC,151499
2016,DC,158179
2016,DC,158310
2016,DC,184478
2016,DC,186749
2016,DC,207142
2016,DC,212548
2016,DC,219068
2016,DC,230596
2016,DC,265731
2016,DC,267245
2016,DC,284514
2016,DC,293564
2016,DC,332955
2016,DC,400994
2016,DC,413172
2016,DC,467032
2016,DC,476251
2016,DC,489042
2016,DC,495247
2016,DC,518960
2016,DC,520193
2016,DC,539622
2016,DC,606221
2016,DC,612203
2016,DC,633940
2016,DC,832934
2016,DC,961583
2016,DC,1010368
2016,DC,129789
2016,DC,327936
2016,DC,148936
2016,DC,596386
2016,DC,192658
2016,DC,68916
2016,DC,132061
2016,DC,13778139
2016,DC,267367
2016,DC,285191
2016,DC,381136
2016,DC,1075024
2016,DC,3697012
2016,DC,1236471
2016,DC,3906911
2016,DC,11107054
2016,DC,3000000
2017,DC,483071
2017,DC,113027
2017,DC,224843
2017,DC,229112
2017,DC,304235
2017,DC,551046
2017,DC,426896
2017,DC,550608
2017,DC,438293
2017,DC,243331
2017,DC,116944
2017,DC,277503
2017,DC,239373
2017,DC,196326
2017,DC,647783
2017,DC,120433
2017,DC,76429
2017,DC,297913
2017,DC,593228
2017,DC,504693
2017,DC,518942
2017,DC,196605
2017,DC,1228155
2017,DC,267037
2017,DC,571179
2017,DC,166627
2017,DC,132218
2017,DC,89162
2017,DC,194374
2017,DC,895680
2017,DC,278689
2017,DC,163597
2017,DC,143904
2017,DC,531951
2017,DC,988197
2017,DC,494019
2017,DC,215840
2017,DC,498182
2017,DC,633940
2017,DC,154913
2017,DC,340504
2017,DC,139473
2017,DC,160171
2017,DC,639745
2017,DC,68916
2017,DC,192658
2017,DC,132061
2017,DC,13793763
2017,DC,287347
2017,DC,1154764
2017,DC,3976696
2017,DC,1240411
2017,DC,3881774
2017,DC,11213151
2017,DC,3000000
2018,DC,490223
2018,DC,113653
2018,DC,546816
2018,DC,305169
2018,DC,437386
2018,DC,283937
2018,DC,662193
2018,DC,531052
2018,DC,122902
2018,DC,998976
2018,DC,143904
2018,DC,219363
2018,DC,242928
2018,DC,200205
2018,DC,281657
2018,DC,583960
2018,DC,746034
2018,DC,159313
2018,DC,504948
2018,DC,1012008
2018,DC,563425
2018,DC,165738
2018,DC,233144
2018,DC,921092
2018,DC,198382
2018,DC,549764
2018,DC,504122
2018,DC,248311
2018,DC,271957
2018,DC,202501
2018,DC,624295
2018,DC,625468
2018,DC,498739
2018,DC,1238181
2018,DC,303338
2018,DC,143409
2018,DC,345594
2018,DC,164721
2018,DC,657305
2018,DC,200977
2018,DC,192658
2018,DC,15223007
2018,DC,5280788
2018,DC,1241749
2018,DC,5637890
2018,DC,11221025
2018,DC,3000000
2019,DC,4935176
2019,DC,345594
2019,DC,164721
2019,DC,657305
2019,DC,200977
2019,DC,192658
2019,DC,303338
2019,DC,660323
2019,DC,563425
2019,DC,1094778
2019,DC,746034
2019,DC,546816
2019,DC,305169
2019,DC,437386
2019,DC,283937
2019,DC,662193
2019,DC,531052
2019,DC,122902
2019,DC,998976
2019,DC,143904
2019,DC,219363
2019,DC,242928
2019,DC,200205
2019,DC,583960
2019,DC,159313
2019,DC,504948
2019,DC,1012008
2019,DC,165738
2019,DC,1152697
2019,DC,921092
2019,DC,198382
2019,DC,528464
2019,DC,491246
2019,DC,239659
2019,DC,264409
2019,DC,202501
2019,DC,614629
2019,DC,476911
2019,DC,15189166
2019,DC,1291705
2019,DC,5244369
2019,DC,11171652
2019,DC,3000000
2020,DC,5223594
2020,DC,2423046
2020,DC,15478588
2020,DC,9105576
2020,DC,23124727
2020,DC,1334637
2020,DC,4602197
2020,DC,5583093
2020,DC,11072159
2020,DC,1611314
2020,DC,3000000
2003,DE,2205000
2003,DE,80000
2003,DE,3000000
2003,DE,162000
2003,DE,336000
2003,DE,2954000
2003,DE,91000
2003,DE,1303089
2003,DE,3053000
2003,DE,105000
2003,DE,753679
2003,DE,1077000
2004,DE,2296495
2004,DE,92913
2004,DE,3017068
2004,DE,164000
2004,DE,734000
2004,DE,326000
2004,DE,2888000
2004,DE,108056
2004,DE,1304619
2004,DE,2999000
2004,DE,111677
2004,DE,754092
2004,DE,798000
2005,DE,75456
2005,DE,287125
2005,DE,152421
2005,DE,167076
2005,DE,246576
2005,DE,26596
2005,DE,128049
2005,DE,143682
2005,DE,1264230
2005,DE,66467
2005,DE,129874
2005,DE,200408
2005,DE,374174
2005,DE,642892
2005,DE,45612
2005,DE,212357
2005,DE,323967
2005,DE,1339000
2005,DE,2199329
2005,DE,95913
2005,DE,3000000
2005,DE,162000
2005,DE,308827
2005,DE,2732600
2005,DE,105623
2005,DE,1249962
2005,DE,2837804
2005,DE,109694
2005,DE,723736
2005,DE,703000
2006,DE,152421
2006,DE,167076
2006,DE,246576
2006,DE,26596
2006,DE,128049
2006,DE,143682
2006,DE,1264230
2006,DE,67334
2006,DE,290067
2006,DE,45612
2006,DE,66467
2006,DE,129874
2006,DE,200408
2006,DE,212357
2006,DE,374174
2006,DE,647703
2006,DE,249833
2006,DE,323967
2006,DE,1996597
2006,DE,96447
2006,DE,3001389
2006,DE,166000
2006,DE,278833
2006,DE,766320
2006,DE,2455227
2006,DE,105110
2006,DE,1177822
2006,DE,2534692
2006,DE,109156
2006,DE,682135
2006,DE,679000
2007,DE,1264230
2007,DE,37728
2007,DE,143562
2007,DE,143682
2007,DE,152421
2007,DE,167076
2007,DE,246576
2007,DE,249998
2007,DE,67334
2007,DE,45612
2007,DE,66467
2007,DE,129874
2007,DE,200408
2007,DE,212357
2007,DE,374174
2007,DE,647697
2007,DE,26596
2007,DE,128049
2007,DE,249833
2007,DE,323967
2007,DE,2022582
2007,DE,98107
2007,DE,3000000
2007,DE,167000
2007,DE,749291
2007,DE,278978
2007,DE,2447599
2007,DE,105884
2007,DE,1165869
2007,DE,2526857
2007,DE,109317
2007,DE,676049
2007,DE,552000
2008,DE,45612
2008,DE,152421
2008,DE,399128
2008,DE,249240
2008,DE,323967
2008,DE,212357
2008,DE,145034
2008,DE,374174
2008,DE,291161
2008,DE,252207
2008,DE,66467
2008,DE,129874
